WholesellerId,TasteQuality,price,Ratings,Quantity,City,Latitude,Longitude,Address
95,2,154,2,7000,Hambantota,6.123372,81.12051,"Thangalla Rd, Hungama"
96,3,156,2,8000,Hambantota,6.123372,81.12051,"16, Hospital Rd, Ambalantota"
97,2,165,1,100000,Hambantota,6.123372,81.12051,"70, Main Street, Amblanthota"
98,1,164,3,25000,Hambantota,6.123372,81.12051,"04, Darmapala Mw, Ambalantota"
99,1,162,3,4500,Hambantota,6.123372,81.12051,"No 20 New Road
Barawakumbuka, Ambalantota"
100,2,168,1,9000,Hambantota,6.123372,81.12051,"67/10, Beminiyanwila, Mamadala,
Ambalantota"
101,2,169,2,6000,Hambantota,6.123372,81.12051,"Main Street, Hungama"
102,3,168,2,4500,Hambantota,6.123372,81.12051,"Near the Bus Station, Angunapelessa"
103,1,167,3,5000,Hambantota,6.123372,81.12051,"Bandarawatta, Getamanna"
104,2,151,2,8000,Hambantota,6.123372,81.12051,"Near Bandarawatta Shopping
Complex, Getamanna South,"
105,1,152,2,7000,Hambantota,6.123372,81.12051,"56/1/1,Tangalle
Rd, Beliaththa"
106,2,153,2,4500,Hambantota,6.123372,81.12051,"No.64/1, Thangalle Rd Beliaththa"
107,2,147,2,10000,Hambantota,6.123372,81.12051,"39/1, Sandun Uyana, Aranwela Road,
Beliatta"
108,3,154,3,6000,Hambantota,6.123372,81.12051,"43, Walasmulla Rd, Beliatta"
109,1,167,2,50000,Hambantota,6.123372,81.12051,"Winsant Rd, Beliatta"
110,1,158,2,75000,Hambantota,6.123372,81.12051,"Bolana Junction, Ruhuna Ridigama"
111,1,147,3,8000,Hambantota,6.123372,81.12051,"60A, Wilmet Street, Hambantota"
112,2,159,3,6500,Hambantota,6.123372,81.12051,"Middeniya Rd, Katuwana"
113,2,123,2,7500,Hambantota,6.123372,81.12051,"Panamura Rd, Middeniya"
114,3,156,3,10000,Hambantota,6.123372,81.12051,"Middeniya Rd, Katuwana"
115,1,145,2,40000,Hambantota,6.123372,81.12051,"Hungama Rd, Middeniya"
116,3,178,3,15000,Hambantota,6.123372,81.12051,"Walasmulla Rd, Middeniya"
117,2,148,3,5000,Hambantota,6.123372,81.12051,"Ranaviru Mawatha, Kotuwegoda,
katuwana"
118,3,198,1,4500,Puttalama,8.0408,79.8394,"Galgamuwa Rd, Anamaduwa"
119,1,156,2,4800,Puttalama,8.0408,79.8394,"Uswewa Rd, Anamaduwa"
120,2,154,2,5900,Puttalama,8.0408,79.8394,"61 Junction, Baththuluoya"
121,2,154,2,7900,Puttalama,8.0408,79.8394,"Puttalam Rd, Arachchikattuwa"
122,3,125,2,6500,Puttalama,8.0408,79.8394,"120 C, Adimune, Udappuwa"
123,1,147,2,4000,Puttalama,8.0408,79.8394,"Pallama Rd,Bangadeniya, Chillaw"
124,1,157,3,5000,Puttalama,8.0408,79.8394,"61 Junction, Baththuluoya"
125,3,145,3,7000,Puttalama,8.0408,79.8394,"Sadasarana, Karukupane, Bangadeniya"
126,2,156,3,5000,Puttalama,8.0408,79.8394,"5, St Mary Mawatha, Chilaw"
127,3,147,1,6000,Puttalama,8.0408,79.8394,"39, Kurunegala Rd, Chilaw"
128,2,123,2,9000,Puttalama,8.0408,79.8394,"75, Kokkavila, Mugunuwatawana"
129,3,156,3,10000,Puttalama,8.0408,79.8394,"No 53,Puttalam Rd,Halawatta"
130,2,147,3,95000,Puttalama,8.0408,79.8394,"Mungandhaluwa,Kanjukkuliya,
Mugunuwatawana"
131,2,159,2,480000,Puttalama,8.0408,79.8394,"No. 15, Frazer  Road, Chillaw"
132,1,145,2,20000,Puttalama,8.0408,79.8394,"No. 31/A, Rev. Father Edman Peiris
Mawatha, Chillaw"
133,2,174,3,5000,Puttalama,8.0408,79.8394,"No. 215/A, Puttalam Road, Chillaw"
134,1,159,3,4000,Puttalama,8.0408,79.8394,"128, Pannala Rd, Dankotuwa"
135,2,147,3,5500,Puttalama,8.0408,79.8394,"Gonavila, Dankotuwa"
136,2,158,2,4800,Puttalama,8.0408,79.8394,"Pannala
Rd.,Dummalakotuwa,Dankotuwa"
137,3,123,2,7800,Puttalama,8.0408,79.8394,"32,Naththandiya Rd, Dankotuwa"
138,1,158,3,6900,Puttalama,8.0408,79.8394,"Pannala Road, Wekada, Yogiyana"
139,2,147,3,8800,Puttalama,8.0408,79.8394,"Temple Junction, Kirimetiyana,
Lunuwila"
140,2,158,1,9800,Puttalama,8.0408,79.8394,"100A, Pannala Rd, Dankotuwa"
141,1,125,2,4700,Puttalama,8.0408,79.8394,"C.J Mawatta, Dankotuwa"
142,3,124,3,5600,Puttalama,8.0408,79.8394,"193 B,  Main Road, Allaksha
Junction,Kalpitiya"
143,1,145,2,4600,Puttalama,8.0408,79.8394,"Main Street, Palakudawa."
144,2,147,2,10000,Puttalama,8.0408,79.8394,"Main Street, Kalpitiya"
145,2,158,2,9900,Puttalama,8.0408,79.8394,"Main Street, Kalpitiya"
146,3,124,2,20000,Puttalama,8.0408,79.8394,"Thillamottai, Eathalai"
147,3,165,3,30000,Puttalama,8.0408,79.8394,"Puttalama/Anuradhapura Rd,
Saliyawewa Juntion, Puttalam"
148,2,147,3,4000,Puttalama,8.0408,79.8394,"Kanda Uda, Saliyawewa Junction"
149,1,158,3,7000,Puttalama,8.0408,79.8394,"New Town, Madampe"
150,1,145,3,6000,Puttalama,8.0408,79.8394,"Pambala, Kakkapalliya"
151,3,156,1,8000,Puttalama,8.0408,79.8394,"New Town, Madampe"
152,2,147,3,4500,Puttalama,8.0408,79.8394,"New Town, Madampe"
153,3,145,3,6500,Puttalama,8.0408,79.8394,"Chilaw Road, Andigma, Anamaduwa"
154,1,187,2,20000,Puttalama,8.0408,79.8394,"Nikaweratiya Rd, Andigama"
155,1,188,2,80000,Puttalama,8.0408,79.8394,"611/D, Mahasembukuliya,
Mundalama"
156,1,189,3,12000,Puttalama,8.0408,79.8394,"Chilaw Rd, Mahawewa"
157,2,187,3,5500,Puttalama,8.0408,79.8394,"Negombo Rd, Marawila"
158,2,185,2,4500,Puttalama,8.0408,79.8394,"Naththandiya Rd, Marawila"
159,3,190,2,6000,Puttalama,8.0408,79.8394,"170, ""Priyankara"", West Iranavila,
Ambakandavila, Beach Rd,"
160,2,150,2,4400,Puttalama,8.0408,79.8394,"Walahapitiya Rd, Medahaththiniya,
Thalwila, Marawila"
161,2,140,2,8800,Puttalama,8.0408,79.8394,"Kudaamaduwella, Thoduwawa"
162,3,120,3,8000,Puttalama,8.0408,79.8394,"No 129, Thoduwawa North,
Thoduwawa"
163,3,130,2,7000,Puttalama,8.0408,79.8394,"121/B, Andimunai, Udappu"
164,1,140,3,9000,Puttalama,8.0408,79.8394,"Colombo Rd, Madurankuliya"
165,3,150,3,5000,Puttalama,8.0408,79.8394,"No 20, Madurankuliya"
166,1,160,2,6000,Puttalama,8.0408,79.8394,"Paludivivayal, Palavi"
167,2,170,3,5400,Puttalama,8.0408,79.8394,"Colombo Rd, Madurankuliya"
168,2,180,2,7800,Puttalama,8.0408,79.8394,"Arunalu, Karikattiya, Madurankuliya"
169,3,147,1,4500,Puttalama,8.0408,79.8394,"Nallandaluwa,Madurankuli"
170,2,124,2,6500,Puttalama,8.0408,79.8394,"Sinnapaadu Rd, Koththanthivu"
171,2,158,2,4900,Puttalama,8.0408,79.8394,"Hiyufernando Mw,Katuneriya"
172,3,165,2,6200,Badulla,6.984758,81.05648,"C 151, Badulupitiya, Badulla"
173,1,124,3,5200,Badulla,6.984758,81.05648,"10, Post Office Rd, Badulla"
174,1,158,3,4800,Badulla,6.984758,81.05648,"153, Lower Street, Badulla"
175,3,125,3,9000,Badulla,6.984758,81.05648,"44/1/A ,Station Rd.,Badulla"
176,2,148,2,8800,Badulla,6.984758,81.05648,"255, 
Lower Street, Badulla"
177,3,147,3,45000,Badulla,6.984758,81.05648,"69, Medapathana Rd, Badulla"
178,2,144,1,8500,Badulla,6.984758,81.05648,"268/1, Down Street, Badulla"
179,2,154,3,4500,Badulla,6.984758,81.05648,"7B,R.H.Gunawardana Mw.,Badulla"
180,3,166,2,7500,Badulla,6.984758,81.05648,"13, Udayaraja Mw, Badulla"
181,1,144,2,150000,Badulla,6.984758,81.05648,"2A, Lower Street, Badulla"
182,1,187,2,6500,Badulla,6.984758,81.05648,"199, Lower Street, Badulla"
183,3,145,2,4500,Badulla,6.984758,81.05648,"185, Lower Street, Badulla"
184,2,144,3,6500,Badulla,6.984758,81.05648,"23/L, Station Rd.,Badulla"
185,1,147,3,4800,Badulla,6.984758,81.05648,"209, Lower Street, Badulla"
186,2,125,2,4900,Badulla,6.984758,81.05648,"109,1st Floor, Lower Street, Badulla"
187,3,145,2,70000,Badulla,6.984758,81.05648,"47, Kokowatta Rd, Badulla"
188,2,159,2,4500,Badulla,6.984758,81.05648,"6,  Dharmadutha Rd, Badulla"
189,3,158,1,4000,Badulla,6.984758,81.05648,"Bazar Street, Badulla"
190,3,156,2,7000,Badulla,6.984758,81.05648,"58/3, Bathalawaththa, Ela Para,
Hindagoda, Badulla"
191,1,158,3,9000,Badulla,6.984758,81.05648,"No. 14, Bazzar Street, Badulla"
192,2,152,2,6000,Badulla,6.984758,81.05648,"113/1, Peramaha Niwasa, Andheniya,
Badulla"
193,1,153,3,4300,Badulla,6.984758,81.05648,"282/11A, Badulla Rd, Bandarawela"
194,1,126,3,9000,Badulla,6.984758,81.05648,"259, Main Street, Bandarawela"
195,1,146,2,4800,Badulla,6.984758,81.05648,"50, Main Street, Bandarawela"
196,3,153,2,9600,Badulla,6.984758,81.05648,"155, Main Street, Bandarawela"
197,2,158,2,6500,Badulla,6.984758,81.05648,"03rd Mile Post, Passara Rd, Ella"
198,1,123,2,9600,Badulla,6.984758,81.05648,"Haputhale Rd, Koslanda"
199,2,158,3,8500,Badulla,6.984758,81.05648,"219,Halatuthenna, Haldumulla"
200,2,125,2,5000,Badulla,6.984758,81.05648,"33,Badulla Rd.,Hali ela"
201,3,147,2,4500,Badulla,6.984758,81.05648,"06, Badulla Rd, Hali-Ela"
202,1,159,2,6500,Badulla,6.984758,81.05648,"62/3, Bandarawela Rd, Hali-Ela"
203,2,152,3,4900,Badulla,6.984758,81.05648,"68 1/1, First Floor, Post Office Rd, Hali-
Ela"
204,2,147,2,7800,Badulla,6.984758,81.05648,"36,Badulla Rd, Etampitiya"
205,1,147,3,9600,Badulla,6.984758,81.05648,"No 88, Badulla Rd, Etampitiya"
206,1,123,2,10000,Badulla,6.984758,81.05648,"Haputale Rd.,Diyathalawa"
207,2,158,2,45000,Badulla,6.984758,81.05648,"Main Street, Diyatalawa"
208,3,123,3,7000,Badulla,6.984758,81.05648,"(F)3, Station
Rd, Haputale"
209,2,156,3,8000,Badulla,6.984758,81.05648,"15, Shopping Complex, Haputale"
210,3,126,1,9000,Badulla,6.984758,81.05648,"12th Mile Post, Galauda, Haliela"
211,2,146,2,6000,Badulla,6.984758,81.05648,"Track 2/14, Kandaketiya"
212,2,158,3,5000,Badulla,6.984758,81.05648,"Track 2/09, Kandaketiya , Badulla"
213,3,190,2,500000,Badulla,6.984758,81.05648,"205/4, Main street ,Lunugala"
214,3,120,2,150000,Badulla,6.984758,81.05648,"125, Main Street, Lunugala, 90530"
215,1,158,2,6000,Badulla,6.984758,81.05648,"06, Lunugala"
216,1,135,3,4500,Badulla,6.984758,81.05648,"No 50, Madoalseema"
217,1,136,2,7500,Badulla,6.984758,81.05648,"Infront of Maliban Garment,
Padiyathalawa Rd, Mahiyanganaya"
218,2,159,3,9000,Badulla,6.984758,81.05648,"G16, New Town, Girandurukotte"
219,2,125,3,12000,Badulla,6.984758,81.05648,"No. 29/A, Tile Factory Road,
Mahiyanganaya"
220,1,147,3,5000,Badulla,6.984758,81.05648,"08, Infront of Police, Badulla Rd,"
221,3,125,2,7000,Badulla,6.984758,81.05648,"08, Infront of Court, Mahiyanganaya"
222,1,155,3,6500,Badulla,6.984758,81.05648,"1/10, Kandy Rd, Mahiyanganaya"
223,2,156,3,25000,Badulla,6.984758,81.05648,"112, Girandurukotte Rd,
Mahiyanganaya"
224,1,157,2,5000,Badulla,6.984758,81.05648,"G6, New Town ,Girandurukotte"
225,3,144,2,6000,Badulla,6.984758,81.05648,"3, Infront of Police, Badulla Rd,
Mahiyanganaya"
226,2,125,2,6800,Badulla,6.984758,81.05648,"Infront of National School, Badulla Rd,
Mahiyanganaya"
227,2,128,3,4800,Badulla,6.984758,81.05648,"No 39/1,Mapakadawewa,
Mahiyanganaya"
228,3,143,3,6500,Badulla,6.984758,81.05648,"9, Wijethunga Bulding, Kandy Rd,
Meegahakiula"
229,1,158,2,5500,Badulla,6.984758,81.05648,Meegahakiula
230,2,159,2,7800,Badulla,6.984758,81.05648,"Kandy Road, Meegahakiula, Badulla"
231,1,158,3,7900,Badulla,6.984758,81.05648,"Mahiyangana Rd, Meegakiula"
232,2,156,2,9000,Badulla,6.984758,81.05648,"Infront of Hospital, Kahataruppa,
Badulla"
233,1,146,3,6500,Badulla,6.984758,81.05648,"448, Main Street, Passara"
234,3,189,3,4500,Badulla,6.984758,81.05648,"396, Main Street, Passara"
235,3,156,3,9000,Badulla,6.984758,81.05648,"10th Mile Post, Thaldena, Badulla"
236,2,125,3,15000,Badulla,6.984758,81.05648,"Dimuthu, Samagi Place,"
237,1,146,2,35000,Badulla,6.984758,81.05648,"New Town, Lunuwatta"
238,2,140,2,40000,Badulla,6.984758,81.05648,"Seedevi road, Ambagasdova"
239,3,170,2,5000,Badulla,6.984758,81.05648,"New Town, Ambagasdowa"
240,2,160,1,7000,Badulla,6.984758,81.05648,"Near the Seylan Bank, FC Hall,
Nuwaraeliya Road, Welimada"
241,3,150,3,5600,Badulla,6.984758,81.05648,"77/5, Jayasiri road, Haputale
Rd,Boralanda"
242,1,140,3,7800,Badulla,6.984758,81.05648,"60, Nuwara Eliya Rd, Welimada"
243,2,150,3,9000,Badulla,6.984758,81.05648,"Nuwaraeliya Rd, Keppitipola"
244,2,155,2,4500,Kalutara,6.57932,79.96476,"32/1, Baduraliya Rd, Agalawaththa"
245,1,147,2,6000,Kalutara,6.57932,79.96476,"Palawaththa Rd, Polgampala"
246,2,174,3,8000,Kalutara,6.57932,79.96476,"Kalawellawa Rd, Agalawatta"
247,1,175,3,4500,Kalutara,6.57932,79.96476,"Matugama Rd, Agalawatta"
248,1,176,3,25000,Kalutara,6.57932,79.96476,"Panadura Rd, Bandaragama"
249,2,176,1,4800,Kalutara,6.57932,79.96476,"27/1/1, Panadura Rd, Bandaragama"
250,3,171,1,9800,Kalutara,6.57932,79.96476,"175, Pinkotuwa Junction, Horana Rd,
Alubomulla, Panadura"
251,1,178,3,25000,Kalutara,6.57932,79.96476,"265,Horana Rd. ,Kurusa
Juntion,Panadura"
252,1,179,1,6500,Kalutara,6.57932,79.96476,"184, Henegedara, Kindelpitiya"
253,3,124,3,9500,Kalutara,6.57932,79.96476,"Maithri Rd, Walgama, Bandaragama"
254,1,147,2,7500,Kalutara,6.57932,79.96476,"22, 2nd Floor,Kaluthara
Rd,Bandaragama"
255,2,135,3,5500,Kalutara,6.57932,79.96476,"No 12, Market
Lane,Bandaragama"
256,1,158,2,4500,Kalutara,6.57932,79.96476,"No23, Bandaragama"
257,3,123,2,6500,Kalutara,6.57932,79.96476,"119/2,Mahawila, Panadura"
258,1,159,2,4800,Kalutara,6.57932,79.96476,"Hospitala Junction, Lenawara Haltota,
Bandaragama"
259,2,123,3,4000,Kalutara,6.57932,79.96476,"160,Manaana Rd, Millaniya"
260,1,156,3,9000,Kalutara,6.57932,79.96476,"Maddawatta, Halthota"
261,3,148,2,7000,Kalutara,6.57932,79.96476,"Globle Visin Hall, Malegoda Junction,
Galle Rd, Payagala"
262,3,159,2,6000,Kalutara,6.57932,79.96476,"173, Galle Rd, Aluthgama"
263,1,156,1,8000,Kalutara,6.57932,79.96476,"345,Galle Rd,Maggona"
264,2,120,2,4500,Kalutara,6.57932,79.96476,"193/5, Galle Rd, Beruwala"
265,1,147,3,6000,Kalutara,6.57932,79.96476,"Ambagaha Junction, Darga Town"
266,3,158,2,5000,Kalutara,6.57932,79.96476,"386, Ambagahandiya, Darga Nagaraya"
267,2,123,3,7000,Kalutara,6.57932,79.96476,"207, Galle Rd, Aluthgama"
268,1,156,3,4500,Kalutara,6.57932,79.96476,"Galle Rd, Payagala North, Payagala"
269,2,147,2,6000,Kalutara,6.57932,79.96476,"No 66, Gall Rd,
Aluthgama"
270,3,159,3,8000,Kalutara,6.57932,79.96476,"170/C,Galle Rd,Beruwala"
271,1,158,2,7000,Kalutara,6.57932,79.96476,"39 1/1,Sri Sarananda
Mawatha,Kaluthara"
272,1,158,2,5000,Kalutara,6.57932,79.96476,"Galmatta, Walagedara, Dharga Town"
273,3,147,3,100000,Kalutara,6.57932,79.96476,"Gulavita  Rd, Walallawita"
274,2,123,2,50000,Kalutara,6.57932,79.96476,"121,Lakshmi Mahal,Aluwatta,Payagala"
275,2,159,1,4000,Kalutara,6.57932,79.96476,"No 7/1, Galle Rd, Dalu watte, Payagala"
276,1,145,2,9000,Kalutara,6.57932,79.96476,"Yatadola Rd, Pothuvila, Payagala"
277,3,155,3,7000,Kalutara,6.57932,79.96476,"406, Galle Rd, Maggona"
278,3,166,3,7500,Kalutara,6.57932,79.96476,"Railway Station Rd, Aluthgama"
279,3,167,2,4500,Kalutara,6.57932,79.96476,"Galle Rd, Payagala"
280,3,165,3,6500,Kalutara,6.57932,79.96476,"Sri Pushparama  Rd,
Adikarigoda,Dharga Town"
281,2,147,2,5500,Kalutara,6.57932,79.96476,"Polgoda, Mahagama"
282,1,158,2,5000,Kalutara,6.57932,79.96476,"66/4, Horana Rd, Eggal Oya,
Bulathsinhala"
283,2,125,3,4000,Kalutara,6.57932,79.96476,"Near Clock Tower, Athura,
Bulathsinhala"
284,1,147,3,4400,Kalutara,6.57932,79.96476,"Athura, Bulathsinhala"
285,2,190,2,6500,Kalutara,6.57932,79.96476,"No98, Bulathsinhala"
286,3,180,1,4500,Kalutara,6.57932,79.96476,"Main Road,Athura, Bulathsinhala"
287,1,170,2,6800,Kalutara,6.57932,79.96476,"Polgoda,Mathugama"
288,2,140,3,8500,Kalutara,6.57932,79.96476,"Horana Rd, Infront of bus station,
Nebada"
289,2,150,2,8000,Kalutara,6.57932,79.96476,"281/1, Kiwlawatta, Bombuwala"
